mahjong;cambodia
jordan;cerium
weed;bicycle
a_tale_of_a_tub;liberal_democracy
indian_cricket_team;vancouver
electric_charge;american_football
gunpowder;lawrencium
backgammon;egypt
napoleon_i_of_france;washington_metro
fractal;the_marriage_of_figaro
bay_area_rapid_transit;richmond%2c_virginia
to_kill_a_mockingbird;16th_century
space_shuttle_columbia;lemon
battle_of_stalingrad;tide
anna_karenina;munich
sichuan_pepper;oregon
photosynthetic_reaction_centre;william_shakespeare
henry_moore;computer
fungus;penguin
pterosaur;genghis_khan
5th_century;tobacco_smoking
north_america;hip_hop_music
space_race;richard_iii_of_england
heliocentrism;ice_hockey
bread;language
ghana;mecca
jamaica;lung_cancer
cardiff;inca_empire
dance;jupiter_%28mythology%29
continent;promethium
atlantic_ocean;woodrow_wilson
extinction;christianity
stoicism;new_caledonia
zulu;able_archer_83
irrigation;maputo
stegosaurus;kangaroo
semiconductor;california
fifa;color
porgy_and_bess;rock_of_gibraltar
american_football;katana
finland;soybean
tokyo;mestizo
john_constable;saint_helena
olive_oil;zimbabwe
47_ursae_majoris_b;sugarcane
george_washington;henry_v_of_england
buddha;bear
basic;babylonia
william_iv_of_the_united_kingdom;lothal
string_theory;mary_ii_of_england
list_of_sovereign_states;flag_of_mexico
maiasaura;top_of_the_pops
mathematics;jimmy_wales
corundum;niger
reptile;gas_giant
2-8-0;james_k._polk
black-backed_jackal;franklin_pierce
abhidhamma_pitaka;denver%2c_colorado
nazi_germany;uranus
horn_of_africa;ben_jonson
helmeted_guineafowl;mississippi_river
napoleonic_wars;superman
french_guiana;raphael
drosophila_melanogaster;international_law
united_states_virgin_islands;pope_benedict_xvi
chaffinch;cologne
education;battle_of_moscow
michael_jordan;periodic_table
northern_mariana_islands;atlantic_slave_trade
2005_kashmir_earthquake;canadian_house_of_commons
andromeda_galaxy;vitamin_c
battle_of_the_bulge;denmark
corn_oil;american_football
potassium_nitrate;pompeii
pope_benedict_xvi;cuba
piano;christopher_columbus
united_arab_emirates;sea
the_beatles_discography;richard_ii_of_england
pellagra;language
natural_gas;helium
llandudno;cultural_identity
herbert_hoover;rutherford_b._hayes
slovakia;writing
mongolia;korea
conakry;manorialism
boundary_waters_canoe_area_wilderness;iranian_peoples
wood_pigeon;united_states_dollar
obi-wan_kenobi;plate_tectonics
romeo_and_juliet;sodium
suburbs_of_johannesburg;climate_change
jackie_robinson;spanish_language
the_hague;metal
paraguay;mount_st._helens
dna;poetry
uranus;antarctica
anne_frank;louis_jordan
citizenship;england
franklin_d._roosevelt;berlin_wall
antoine_lavoisier;alco_fa
somalia;adolf_hitler
horatio_nelson%2c_1st_viscount_nelson;william_shakespeare
senegal;north_america
robert_baden-powell%2c_1st_baron_baden-powell;nitrogen
turkmenistan;accountancy
maseru;loch_ness
boeing_747;fr%c3%a9d%c3%a9ric_chopin
pope;novel
ascariasis;probability_theory
mongol_empire;lake_superior
franklin_d._roosevelt;pacific_ocean
stonehenge;moon
league_of_nations;list_of_circulating_currencies
gustavus_franklin_swift;moon
dr._seuss;bristol
los_angeles%2c_california;the_lorax
the_simpsons;abidjan
euclidean_geometry;wood_pigeon
sunflower;akkadian_empire
wessex;united_states
c%c3%a6dmon;lion
nelson_mandela;house_of_lords
cleveland%2c_ohio;world_war_ii
fundamental_theorem_of_arithmetic;aristotle
adolf_hitler;india
beer;microsoft
menstrual_cycle;algebra
old_nubian_language;mount_st._helens
wave;time
hyde_park%2c_london;birmingham
board_game;crocodile
dunnock;stonehenge
botany;arabic_language
city;nahuatl_language
rabies;bird
gmail;cpu_cache
linux;adolf_hitler
philosophy;nato
cobalt;asia
joseph_stalin;russia
charles_sumner;united_states_dollar
english_language;antarctic_treaty_system
train;central_processing_unit
oswald_of_northumbria;extinction
black_pepper;tony_blair
horse;football
wayne_rooney;arsenal_f.c.
trimurti;cheese
geography;antigua_and_barbuda
camel;4th_century
arctic_tern;bird
henry_ii_of_england;lens_%28anatomy%29
leon_trotsky;glass
dam;chester_a._arthur
bat;catholic_social_teaching
azerbaijani_people;goa
mahmoud_abbas;insulin
crusades;baltic_sea
niger;charlie_chaplin
euro;danube
lord_voldemort;mind
battle_of_the_little_bighorn;mauritius
david_livingstone;technology
ouagadougou;biodiesel
scots_language;sodium
history_of_computing_hardware;confucianism
war;berlin
flanders;congo_river
craters_of_the_moon_national_monument_and_preserve;grand_canal_of_china
i_ching;turmeric
nitrogen;istanbul
aluminium_chloride;ku_klux_klan
robinson_crusoe;nature
algerian_civil_war;shining_path
trench_warfare;cobalt
saffron;hurricane_camille
music_of_trinidad_and_tobago;diamond
sri_lanka;computer
romania;u2
temple_of_artemis;hurricane_katrina
greek_war_of_independence;virus
ordovician;andy_warhol
buenos_aires;haiti
toy;hiv
pumpkin;malaysia
oceania;giraffe
commonwealth_games;poetry
panama_canal;national_parks_of_england_and_wales
meteorological_history_of_hurricane_katrina;united_arab_emirates
history_of_nuclear_weapons;rock_of_gibraltar
utrecht_%28city%29;newspaper
computer;batman
guqin;gangtok
behavioral_finance;armenia
apple;prostate_cancer
trigonometry;neighbours
j._k._rowling;japanese_yen
southern_africa;breaker_morant
great_salt_lake;lion
novel;finland
greenhouse_effect;lake_titicaca
optical_telescope;oil_refinery
marjoram;absinthe
adolf_hitler;philosophy
mahatma_gandhi;big_bang
saltasaurus;egypt
rococo;henrik_ibsen
london;charles_v%2c_holy_roman_emperor
north_america;pacific_ocean
the_beatles;yeast
nuclear_weapon;euro
indian_standard_time;gorilla
pakistan;north_america
lake_edward;privy_council_of_the_united_kingdom
united_states_virgin_islands;canadian_football
history_of_new_jersey;animal_law
vladimir_lenin;buddhism
genealogy;president_of_the_united_states
barbara_mcclintock;phase_%28matter%29
adenosine_triphosphate;african_grey_parrot
health;the_rolling_stones
soil_science;robert_oppenheimer
pony;persian_empire
rhenium;science
germany;alcohol
advertising;leif_ericson
pea;cat
liberalism;botswana
the_picture_of_dorian_gray;glorious_revolution
lightning_rod;watch
neighbours;french_open_%28tennis%29
ben_jonson;mount_rainier
distilled_beverage;american_football
lion;african_penguin
auguste_rodin;recorder
aircraft_carrier;crocodile
rose-ringed_parakeet;liverpool
tiger_shark;dutch_language
weed;biology
john_locke;gothenburg
martin_luther_king%2c_jr.;white_cliffs_of_dover
parliamentary_system;emu
genghis_khan;enzyme_kinetics
tunisia;obi-wan_kenobi
nintendo;new_delhi
harvest;senegal
william_mckinley;red_giant
photosynthesis;w._mark_felt
billie_holiday;lake_tanganyika
picts;smog
peanut;nitrogen
list_of_countries;the_hague
ghost_dance;bedbug
colombia;netherlands
pupil;race
guadeloupe;british_english
phoenix_zoo;turks_and_caicos_islands
reed_warbler;chola_dynasty
telephone;turtle
saturn_v;space_station
intelligence;gibraltar
cockatiel;rowan_williams
pony;pupil
hello_garci_scandal;buenos_aires
virginian_railway;optical_fiber
aids;tour_de_france
mona_lisa;s%c3%b8ren_kierkegaard
crimean_war;poetry_of_the_united_states
nutrition;ununhexium
tropical_storm_lee_%282005%29;coriander
sugar;tupac_shakur
algorithm;prague
2-6-0;marshall_plan
peace;martin_van_buren
butter;grand_slam_%28tennis%29
cheese;ant
troop_sleeper;pete_sampras
cat;star
israel;jesus
community;radon
almaty;ernest_rutherford
adolf_hitler;ant
autism;sugar
flag_of_south_africa;rosetta_stone
logic;hydrogen_peroxide
mosque;eyelid
andes;alternative_rock
keira_knightley;auguste_rodin
henry_v_of_england;peru
hassium;recorder
flute;orion_nebula
japan;cattle
laurent_fignon;battle_of_gettysburg
famine;arctic
wellington;borage
british_isles_%28terminology%29;cataract
geography;tide
apricot;electron
earwax;sperm_whale
frog;california
calcium;rome
azerbaijani_people;benito_mussolini
red_kite;equatorial_guinea
ren%c3%a9_descartes;george_w._bush
tokyo;claude_monet
ancient_rome;accra
american_popular_music;tide
dakar;midway_atoll
earth;camel
mount_baker;meander
krazy_kat;neptune
mayotte;zimbabwe
physics;interpol
history_of_the_world;rome
dresden;amazon_river
darth_vader;vladimir_lenin
nigeria;scotland
constitution_of_may_3%2c_1791;roman_greece
protein;james_callaghan
isan;hungary
autorack;pope_john_paul_ii
osmium;lake_kivu
rugby_world_cup;cape_lion
rabbit;cambrian_explosion
wolverine;william_iv_of_the_united_kingdom
bean;bob_dylan
worm;global_warming
southern_united_states;blue_whale
kazakhstan;2005_atlantic_hurricane_season
music_of_new_zealand;measurement
yellow_river;google
central_african_republic;isles_of_scilly
henry_david_thoreau;elephant_shrew
davis_cup;gone_with_the_wind_%28film%29
elementary_algebra;parliament_of_canada
gas;black_hole
nazism;barbados
antwerp;irish_sea
onion;vladimir_lenin
johnston_atoll;african_great_lakes
british_empire;flag_of_hong_kong
niobium;indium
mary_seacole;wernher_von_braun
mathematics;west_flemish
arsenic;crystal
cookiecutter_shark;benjamin_franklin
montenegro;slovakia
microsoft;english_reformation
lebanon;philadelphia
mona_lisa;rabbit
adolf_hitler;luxembourg
list_of_rivers_by_length;the_last_supper_%28leonardo%29
london;sperm_whale
andrew_carnegie;eagle
badger;golden_eagle
engineering;firearm
skiing;cold_war
fine_art;tuberculosis
manchester;mars
mitochondrial_eve;charles_darwin
barbados;gray_reef_shark
hopman_cup;wombat
ars_moriendi;transport
pyotr_ilyich_tchaikovsky;welsh_law
15th_marine_expeditionary_unit;multiple_sequence_alignment
bryce_canyon_national_park;asunci%c3%b3n
christina_aguilera;optical_telescope
zinc;pyongyang
the_lion_king;tropics
john_maynard_keynes;absolute_zero
acid_rain;list_of_circulating_currencies
caroline_island;doha
tree_frog;dante_alighieri
house_sparrow;the_shawshank_redemption
katana;mahatma_gandhi
backgammon;dada
cotton;united_nations
tree_sparrow;carl_friedrich_gauss
port_louis;piccadilly_circus
stuttering;bangladesh
the_hague;barcelona
autism;trout
kyoto_protocol;london_bridge
monkey;ape
salvador_dal%c3%ad;ethiopia
sweden;whale
hyde_park%2c_london;julius_caesar
james_callaghan;world_wide_web
mauna_loa;wombat
neon;archbishop_of_canterbury
rembrandt;antarctica
sony;nuclear_weapon
soil;goose
battle_of_vaslui;zambia
london_bridge;antwerp
united_states_constitution;india
portsmouth;taoism
rabbit;weymouth
antoine_lavoisier;energy
north_africa;cold_war
drinking_water;continental_crust
paraguay;concorde
forest;yellow_river
phishing;new_moon
algerian_civil_war;society
arctic_monkeys;fascism
electric_charge;political_economy
protein;pong
mysticism;gray_reef_shark
bermuda;albatross
maghreb;tonga
glastonbury_festival;millard_fillmore
glass;hurricane_epsilon_%282005%29
charles_babbage;thermodynamics
bible;gunpowder
herbivore;aluminium
frog;potato
great_comet_of_1882;principality
tree_sparrow;mestizo
aarhus;radio_telescope
geography_of_india;canadian_football
butter;abbey_theatre
felix_mendelssohn;permian
spanish_armada;microsoft
mao_zedong;cooperative
brighton;music
sumatra;poison_gas_in_world_war_i
atlantis;folklore
concorde;napoleonic_wars
space_suit;the_anarchy
velociraptor;yellowstone_national_park
soil;water
boston_terrier;taipei
organization;new_york_city
alexander_graham_bell;history_of_south_africa
number;obi-wan_kenobi
conflict;kuala_lumpur
chestnut;denmark
foie_gras;color_blindness
russian_constitutional_crisis_of_1993;great_lakes
x_window_system;thorium
republic_of_china;chile
stage_%28theatre%29;sea_of_galilee
french_southern_and_antarctic_lands;magellanic_penguin
magnesium;palestinian_territories
krakatoa;european_parliament
vincent_van_gogh;global_warming
axe;windows_2000
british_indian_ocean_territory;hurricane_charley
antimony;canberra
boundary_waters_canoe_area_wilderness;university_of_bristol
international_law;shenzhou_spacecraft
neoclassicism;latin_america
dorset;lyme_disease
mediterranean_sea;summer
vitus_bering;aberystwyth
limerick;singapore
soil_salination;tin
andr%c3%a9s_nocioni;cyprus
pope_john_paul_ii;history_of_greece
windows_xp;computer_programming
chartism;political_science
plum;south_korea
apollo_8;moldova
alphabet;napoleonic_wars
olmec;temperate
james_joyce;liechtenstein
bronze_age;super_chief
lake_superior;amur
amazon_river;dinosaur
t-34;electromagnetic_radiation
alligator;canadian_senate
kiev;darth_vader
athena;beirut
venezuela;kazakhstan
john_vanbrugh;nile
art;celtic_park
bird;great_white_shark
common_eland;las_palmas_de_gran_canaria
fennel;avacha_volcano
windows_vista;roman_empire
venn_diagram;giant%27s_causeway
louisville%2c_kentucky;tennis
house_of_lords;iron
history_of_buddhism;liberia
indian_peafowl;red_dwarf
strait_of_malacca;biodiversity
tropics;great_cormorant
j._j._thomson;mancala
united_states_house_of_representatives;cologne
neighbours;beirut
muhammad_ali;elizabeth_ii_of_the_united_kingdom
political_philosophy;hebrew_language
weimar_republic;louis_xiv_of_france
united_states_declaration_of_independence;socrates
gossypium;copenhagen
peter_paul_rubens;string_theory
consumer_protection;petroleum
troop_sleeper;black_death
palestinian_territories;ivory-billed_woodpecker
bran;new_york_city
apollo_11;romulus_augustus
monopoly_%28game%29;crown_jewels_of_the_united_kingdom
pope_benedict_xvi;coin
trichinosis;odyssey
list_of_rivers_by_length;ulysses_s._grant
northern_ireland;space_invaders
common_eland;americium
voting;organism
saint_lawrence_seaway;jiaogulan
amber;indium
sodium;rainforest
lebanon;parrot
eukaryote;battle_of_the_eastern_solomons
barium;drought
fossil_fuel;darling_river
psychology;playing_card
africa;australia
mali;juvenile_delinquency
evolution;paraguay
space_shuttle_program;cotswolds
dice;french_revolution
shielded_metal_arc_welding;guangzhou
windsor_castle;akhenaten
tuatara;railway_post_office
porto-novo;schizophrenia
seinfeld;cereal
employment;french_polynesia
formula_one;kuwait
giraffe;flag_of_south_africa
turmeric;north_sea_flood_of_1953
ununtrium;craton
romania;seawater
radio_frequency;bristol
john_howard;ostrich
battle_of_grunwald;fertilizer
beirut;red_giant
super_chief;wind
san_marino;philosophiae_naturalis_principia_mathematica
snow_goose;basking_shark
autism;agnosticism
ethanol;scotland
space_shuttle_program;mars_exploration_rover
bryce_canyon_national_park;communication
earth;odysseus
magnet;nuclear_fission
history_of_south_africa_in_the_apartheid_era;mao_zedong
eye_%28cyclone%29;edgar_allan_poe
island_fox;stockholm
industry;nintendo
meander;cultural_identity
bible;jesus
oslo;paris
radar;roman_greece
tsunami;indonesian_language
blue_shark;portsmouth
geometry;volleyball
beekeeping;washington%2c_d.c.
harry_potter;novel
johannes_kepler;taiwan
roman_villa;christianity
amish;bay_area_rapid_transit
dubai;acceleration
new_york_city;elementary_algebra
hydrogen_peroxide;beetle
glynn_lunney;mexico
cassini-huygens;tunis
republic_of_macedonia;cyprus
mysticism;printmaking
charlie_chaplin;thermodynamics
dingo;algebra
piano;tamil_language
edgar_allan_poe;toy_story
swift;pompeii
indira_gandhi;pete_sampras
group_%28mathematics%29;confucius
insect;ottawa
multiple_sclerosis;china
beach;chicago
marshall_islands;moss
judaism;flute
emu;libertarianism
ununbium;niagara_falls
brabantian;16th_century
honey;adolf_hitler
yak;silent_film
basic;brazil
dr._seuss;cuba
the_smiths;ipod
last_supper;heat
yeast;bread
soviet_union;hopman_cup
automated_teller_machine;geology
giant_eland;coconut
roman_empire;mark_twain
rapping;austria
british_indian_ocean_territory;chola_dynasty
thomas_becket;blue_shark
alternation_of_generations;star
menthol;magnesium
weed;blitzkrieg
hsbc;book_of_common_prayer
measles;boat
great_comet;sound
richard_iii_of_england;malta
battle_of_hastings;galileo_galilei
otter;neon
black_sea;rotterdam
civil_rights;isle_of_wight
mozambique;electrical_resistance
virgil;augustine_of_hippo
propaganda;whale
papua_new_guinea;erwin_rommel
jean-jacques_rousseau;cod
sirius;political_science
snowy_owl;michael_jordan
extraterrestrial_life;apricot
ferdinandea;dimetrodon
string_theory;easter_island
9th_century;theatre
copenhagen;trafalgar_square
portuguese_language;paleontology
international_law;chinese_language
la_paz;goldfish
brain;plato
superman;doctor_who
juan_sebasti%c3%a1n_elcano;women%27s_rights
archaeology;darfur_conflict
guam;perth%2c_western_australia
garage_%28dance_music%29;theodore_roosevelt
frederick_douglass;benzene
roald_amundsen;painting
hey_jude;president_of_the_united_states
convention_on_the_rights_of_the_child;medal_of_honor
emotion;religion
hutu;north_sea_oil
carolus_linnaeus;mathematics
peter_i_of_russia;algebra
skiing;effects_of_global_warming
vanadium;list_of_circulating_currencies
space_exploration;greenland
death_valley_national_park;yellowstone_national_park
dakar;kuwait
obi-wan_kenobi;microsoft
politics;trigonometric_function
jesus;google
battle_of_lechaeum;grover_cleveland
